Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
Western,24996,25003,NORP,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
New York,27937,27945,GPE,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
the summer season,27954,27971,DATE,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
every year,27993,28003,DATE,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
Rod Rodgers dance,28100,28117,ORG,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
Rod Rodgers,28169,28180,PERSON,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
the Rod Rodgers Dance Company,28230,28259,ORG,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
America,28337,28344,GPE,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
Soul of Reason,28372,28386,WORK_OF_ART,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
the Institute of Afro-American Affairs,28421,28459,ORG,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
New York University,28463,28482,ORG,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
Roscoe C. Brown Junior,28488,28510,PERSON,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
Soul of Reason,28578,28592,WORK_OF_ART,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
the Institute of Afro-American,28664,28694,ORG,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
New York University,28706,28725,ORG,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
next week,28748,28757,DATE,RG_9_8_114,"Rodgers, Rod -- Choreographer and Director of the Rod Rodgers Dance Company","Dr. Roscoe C. Brown, Jr. and Rod Rodgers discuss the role of Black dance companies in the artistic life of America.",1977,Eugenie Fortier,Finished
James P. Murray,219,234,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
today,252,257,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Soul of Reason,260,274,WORK_OF_ART,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Soul of Reason,284,298,WORK_OF_ART,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Reason,363,369,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
the WNBC Community Affairs Department,385,422,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
the Institute of Afro-American,443,473,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
New York University,485,504,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
each week,527,536,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Roscoe C. Brown Junior,577,599,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
the Institute of Afro-American,613,643,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
New York University,655,674,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
today,684,689,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
James Murray,693,705,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Amsterdam News,734,748,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Black Creation,763,777,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
quarterly,781,790,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Black Arts and Letters,801,823,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Jim,829,832,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
today,1100,1105,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
today,1389,1394,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
the past couple of years,5760,5784,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
James Bond,6138,6148,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Our Man Flint,6226,6239,WORK_OF_ART,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Devil,6472,6477,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Florida,12621,12628,GPE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
a couple weeks ago,12629,12647,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Senate,12721,12727,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Blues,12926,12931,GPE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
all a year later,14159,14175,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
up to a year,19629,19641,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Prestige,19700,19708,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
a year,23088,23094,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
years,23281,23286,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Jim Murray,24705,24715,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Amsterdam News,24732,24746,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Black Creation,24761,24775,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
today,24795,24800,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
this may years,24824,24838,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
today,25034,25039,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Soul of Reason,25042,25056,WORK_OF_ART,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
the Institute of Afro-American,25141,25171,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
New York University Dr.,25183,25206,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
Roscoe C. Brown Jr.,25207,25226,PERSON,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
W NBC,25327,25332,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
the Institute of Afro-American,25379,25409,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
New York University,25421,25440,ORG,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
next week,25463,25472,DATE,RG_9_8_85,"Murray, James P. -- Film critic, Film Editor of the <emph render=""italic"">New York Amsterdam News</emph>, and Editor of <emph render=""italic"">Black Creation</emph>","Dr. Roscoe C. Brown, Jr. and James P. Murray discuss the business aspect of the entertainment industry, including how commercialism affects the relationship between Black performing artists and business entrepreneurs.",8/19/73,Digital Lab,Finished
"""Soul of Reason",9,24,WORK_OF_ART,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Black America,68,81,LOC,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Each week,83,92,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
NBC,96,99,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Soul of Reason,149,163,WORK_OF_ART,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Black New Yorkers,207,224,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Roscoe C. Brown Junior,244,266,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Adjunct Professor of Education,268,298,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
New York University,302,321,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Bronx Community College of the City University of New York,339,397,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Soul of Reason,424,438,WORK_OF_ART,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Roger Wilkins,443,456,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
New York Times,490,504,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Roger,574,579,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
The New York Times,679,697,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Urban Affairs Columnist,718,741,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Black America,867,880,LOC,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
America,885,892,GPE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Carter,963,969,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
the Black community--,1007,1028,EVENT,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Black,1196,1201,NORP,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Hispanic,1206,1214,NORP,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
first year,1313,1323,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
