Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
Carter,1349,1355,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
first year,1358,1368,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
the first year,1577,1591,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Black Americans,1759,1774,NORP,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Vernon Jordan,2385,2398,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
July,2408,2412,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Jordan,2413,2419,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Carter,2455,2461,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Jordan,2526,2532,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Boy,2623,2626,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Medicaid,2715,2723,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
""" Life was unfair""",3009,3028,WORK_OF_ART,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
America,3182,3189,GPE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
the Community Development Block Grant Program,3193,3238,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Carter,3380,3386,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Action Grant Program,3527,3547,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
three years,3591,3602,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
the South Bronx,3670,3685,LOC,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
the South Bronx,3704,3719,LOC,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
the Labor Department,3817,3837,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Ray Marshall,3844,3856,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Ernie Green,3899,3910,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Little Rock,3923,3934,GPE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Labor,3970,3975,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Ernie,3981,3986,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Little Rock,4150,4161,GPE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Black America,4256,4269,LOC,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Ernie,4295,4300,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
1958,4338,4342,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Little Rock High School,4412,4435,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
NAACP,4441,4446,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Little Rock,4486,4497,GPE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Little Rock Central,4503,4522,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Eisenhower,4820,4830,PERSON,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
17,4929,4931,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
15-year-old,4933,4944,DATE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Ernie,4972,4977,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Central High School,5328,5347,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Little Rock Arkansas,5351,5371,GPE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Black,5419,5424,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
Little Rock Arkansas,5517,5537,GPE,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
All Black,5652,5661,LOC,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
the University of Alabama,5671,5696,ORG,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
the Deep South,6041,6055,LOC,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
North,6104,6109,LOC,RG_9_8_204,"Wilkins, Roger -- Urban Affairs Columnist for <emph render=""italic"">The New York Times</emph>","Dr. Roscoe C. Brown, Jr. and Roger Wilkins discuss the affect of the Carter administration on the Black community.",1/19/78,,Finished
